startup_id,industry,sub_industry,target_audience,customer_type,problem_solved,technology_used,business_model,revenue_model,market_size_category,market_growth_category,competition_level,founded_year,founded_country,geographic_market,total_funding_usd__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,funding_rounds__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,employee_count__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,startup_stage__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,success_label,success_indicator,leakage_warning
LL-042878,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,121230.0,1.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042888,Media & Entertainment,Communities|Databases|Social Media Platforms|User Interface,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,415000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042892,HRTech,Curated Web|Employment|Freelancers|Human Resources|Outsourcing,,,,,,,Unknown,Unknown,Medium (dataset-derived),2007.0,United Kingdom,United Kingdom,10518674.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042895,HealthTech,Child Care|Health Care|Medical,,,,,,,Unknown,Unknown,High (dataset-derived),1998.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042901,Mobility,Public Transportation,,,,,,,Unknown,Unknown,High (dataset-derived),1994.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042912,MarTech,Sales and Marketing|Software,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,8160983.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042919,Media & Entertainment,Freelancers|Social Media,,,,,,,Unknown,Unknown,Unknown,2011.0,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042926,HealthTech,Bio-Pharm|Clinical Trials|Medical,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,7500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042960,E-commerce,Retail Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,1123503.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043006,HealthTech,Agriculture|Biofuels|Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),,Canada,Canada,13000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043026,Media & Entertainment,Social Media,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,14000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043030,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,1300000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043045,FinTech,Finance,,,,,,,Unknown,Unknown,Low (dataset-derived),,Italy,Italy,5421200.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043046,HealthTech,Cloud Computing|Electronic Health Records|Enterprises|SaaS|Software,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,7560000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043048,Media & Entertainment,Entertainment|Games|Publishing|Television|Video|Video on Demand,,,,,,,Unknown,Unknown,High (dataset-derived),2005.0,United States,United States,9000000.0,3.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043050,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),1997.0,United States,United States,99000000.0,2.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043057,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),1997.0,United States,United States,4140000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043058,Other / Unspecified,Mobile,,,,,,,Unknown,Unknown,Medium (dataset-derived),2013.0,Spain,Spain,117266.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043060,SaaS,Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2011.0,India,India,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043071,MarTech,Sales Automation,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,1820000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043076,HealthTech,Health and Wellness,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,235000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043078,FinTech,Finance,,,,,,,Unknown,Unknown,Unknown,2004.0,,,180000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043122,MarTech,Advertising,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043123,Media & Entertainment,News|Publishing|SaaS|Social Media,,,,,,,Unknown,Unknown,High (dataset-derived),2007.0,United States,United States,71739591.0,6.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043147,Other / Unspecified,Subscription Service,,,,,,,Unknown,Unknown,High (dataset-derived),2001.0,Canada,Canada,6579383.0,3.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043151,Other / Unspecified,Pets,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043155,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,2000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043171,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),2015.0,United States,United States,,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043198,Other / Unspecified,Manufacturing,,,,,,,Unknown,Unknown,High (dataset-derived),,China,China,1500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043200,FinTech,Business Services|E-Commerce|Financial Services|Mobile Commerce,,,,,,,Unknown,Unknown,High (dataset-derived),2000.0,United States,United States,22500.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043201,Cybersecurity,Information Security|Mobile,,,,,,,Unknown,Unknown,Low (dataset-derived),2014.0,Bulgaria,Bulgaria,440324.24316753,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043208,HealthTech,Health and Wellness|Health Care|Medical|Pharmaceuticals,,,,,,,Unknown,Unknown,Medium (dataset-derived),,France,France,14561807.0,5.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043217,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),1993.0,United States,United States,7630000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043260,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),,Canada,Canada,100000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043263,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043281,Media & Entertainment,Apps|Facebook Applications|Games|iPhone|Social Media,,,,,,,Unknown,Unknown,Low (dataset-derived),2009.0,Norway,Norway,85523.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043306,HealthTech,Health and Wellness|Health Care|Staffing Firms,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,5000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043312,HealthTech,Health and Wellness,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,275000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-043315,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,4152664.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
